,est,naics,Zip,Borough,Neighborhood,Median Income,WhitePop,AfrAmPop,AsianPop,NativeAmPacificPop,OtherPop,MultiRacePop,LatPop,AlaskanAmerIndPop,TotalPop,Lat,Lng
353,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
354,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
355,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
356,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
357,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
358,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
359,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
360,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
361,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
362,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
363,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
364,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
365,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
366,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
367,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
368,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
369,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
370,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
371,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
372,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
373,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
374,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
375,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
376,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
377,17,713940,10024,Manhattan,Upper West Side,126107.0,44643,2193,4050, -   ,146,1220,6260, -   ,58512,40.78635,-73.97543
378,11,713940,10025,Manhattan,Upper West Side,82352.0,51020,8525,9232,23,618,2196,22719,49,94382,40.79818,-73.96743000000001
379,11,713940,10025,Manhattan,Upper West Side,82352.0,51020,8525,9232,23,618,2196,22719,49,94382,40.79818,-73.96743000000001
380,11,713940,10025,Manhattan,Upper West Side,82352.0,51020,8525,9232,23,618,2196,22719,49,94382,40.79818,-73.96743000000001
381,11,713940,10025,Manhattan,Upper West Side,82352.0,51020,8525,9232,23,618,2196,22719,49,94382,40.79818,-73.96743000000001
382,11,713940,10025,Manhattan,Upper West Side,82352.0,51020,8525,9232,23,618,2196,22719,49,94382,40.79818,-73.96743000000001
383,11,713940,10025,Manhattan,Upper West Side,82352.0,51020,8525,9232,23,618,2196,22719,49,94382,40.79818,-73.96743000000001
384,11,713940,10025,Manhattan,Upper West Side,82352.0,51020,8525,9232,23,618,2196,22719,49,94382,40.79818,-73.96743000000001
385,11,713940,10025,Manhattan,Upper West Side,82352.0,51020,8525,9232,23,618,2196,22719,49,94382,40.79818,-73.96743000000001
386,11,713940,10025,Manhattan,Upper West Side,82352.0,51020,8525,9232,23,618,2196,22719,49,94382,40.79818,-73.96743000000001
387,11,713940,10025,Manhattan,Upper West Side,82352.0,51020,8525,9232,23,618,2196,22719,49,94382,40.79818,-73.96743000000001
388,11,713940,10025,Manhattan,Upper West Side,82352.0,51020,8525,9232,23,618,2196,22719,49,94382,40.79818,-73.96743000000001
839,5,713940,11374,Queens,West Central Queens,56863.0,19741,1527,13032, -   ,105,1539,7535,61,43540,40.72805,-73.86066
840,5,713940,11374,Queens,West Central Queens,56863.0,19741,1527,13032, -   ,105,1539,7535,61,43540,40.72805,-73.86066
841,5,713940,11374,Queens,West Central Queens,56863.0,19741,1527,13032, -   ,105,1539,7535,61,43540,40.72805,-73.86066
842,5,713940,11374,Queens,West Central Queens,56863.0,19741,1527,13032, -   ,105,1539,7535,61,43540,40.72805,-73.86066
843,5,713940,11374,Queens,West Central Queens,56863.0,19741,1527,13032, -   ,105,1539,7535,61,43540,40.72805,-73.86066
844,12,713940,11375,Queens,West Central Queens,76467.0,37039,1693,20580,68,87,2322,10991,157,72937,40.72255,-73.84545
845,12,713940,11375,Queens,West Central Queens,76467.0,37039,1693,20580,68,87,2322,10991,157,72937,40.72255,-73.84545
846,12,713940,11375,Queens,West Central Queens,76467.0,37039,1693,20580,68,87,2322,10991,157,72937,40.72255,-73.84545
847,12,713940,11375,Queens,West Central Queens,76467.0,37039,1693,20580,68,87,2322,10991,157,72937,40.72255,-73.84545
848,12,713940,11375,Queens,West Central Queens,76467.0,37039,1693,20580,68,87,2322,10991,157,72937,40.72255,-73.84545
849,12,713940,11375,Queens,West Central Queens,76467.0,37039,1693,20580,68,87,2322,10991,157,72937,40.72255,-73.84545
850,12,713940,11375,Queens,West Central Queens,76467.0,37039,1693,20580,68,87,2322,10991,157,72937,40.72255,-73.84545
851,12,713940,11375,Queens,West Central Queens,76467.0,37039,1693,20580,68,87,2322,10991,157,72937,40.72255,-73.84545
852,12,713940,11375,Queens,West Central Queens,76467.0,37039,1693,20580,68,87,2322,10991,157,72937,40.72255,-73.84545
853,12,713940,11375,Queens,West Central Queens,76467.0,37039,1693,20580,68,87,2322,10991,157,72937,40.72255,-73.84545
854,12,713940,11375,Queens,West Central Queens,76467.0,37039,1693,20580,68,87,2322,10991,157,72937,40.72255,-73.84545
855,12,713940,11375,Queens,West Central Queens,76467.0,37039,1693,20580,68,87,2322,10991,157,72937,40.72255,-73.84545
863,7,713940,11385,Queens,West Central Queens,64481.0,49295,1482,7543, -   ,283,793,47161,41,106598,40.704,-73.89949
864,7,713940,11385,Queens,West Central Queens,64481.0,49295,1482,7543, -   ,283,793,47161,41,106598,40.704,-73.89949
865,7,713940,11385,Queens,West Central Queens,64481.0,49295,1482,7543, -   ,283,793,47161,41,106598,40.704,-73.89949
866,7,713940,11385,Queens,West Central Queens,64481.0,49295,1482,7543, -   ,283,793,47161,41,106598,40.704,-73.89949
867,7,713940,11385,Queens,West Central Queens,64481.0,49295,1482,7543, -   ,283,793,47161,41,106598,40.704,-73.89949
868,7,713940,11385,Queens,West Central Queens,64481.0,49295,1482,7543, -   ,283,793,47161,41,106598,40.704,-73.89949
869,7,713940,11385,Queens,West Central Queens,64481.0,49295,1482,7543, -   ,283,793,47161,41,106598,40.704,-73.89949
829,4,713940,11368,Queens,West Queens,47862.0,5046,11313,13237, -   ,428,527,83893,203,114647,40.746809999999996,-73.86054
830,4,713940,11368,Queens,West Queens,47862.0,5046,11313,13237, -   ,428,527,83893,203,114647,40.746809999999996,-73.86054
831,4,713940,11368,Queens,West Queens,47862.0,5046,11313,13237, -   ,428,527,83893,203,114647,40.746809999999996,-73.86054
832,4,713940,11368,Queens,West Queens,47862.0,5046,11313,13237, -   ,428,527,83893,203,114647,40.746809999999996,-73.86054
833,5,713940,11372,Queens,West Queens,53963.0,11047,990,12903,108,196,900,38125,29,64298,40.75164,-73.88351
834,5,713940,11372,Queens,West Queens,53963.0,11047,990,12903,108,196,900,38125,29,64298,40.75164,-73.88351
835,5,713940,11372,Queens,West Queens,53963.0,11047,990,12903,108,196,900,38125,29,64298,40.75164,-73.88351
836,5,713940,11372,Queens,West Queens,53963.0,11047,990,12903,108,196,900,38125,29,64298,40.75164,-73.88351
837,5,713940,11372,Queens,West Queens,53963.0,11047,990,12903,108,196,900,38125,29,64298,40.75164,-73.88351
838,1,713940,11373,Queens,West Queens,49098.0,6611,1826,48606,12,415,1451,37278,154,96353,40.74127,-73.87868
856,5,713940,11377,Queens,West Queens,54989.0,17508,1663,33767, -   ,170,1713,34667,200,89688,40.74492,-73.9062
857,5,713940,11377,Queens,West Queens,54989.0,17508,1663,33767, -   ,170,1713,34667,200,89688,40.74492,-73.9062
858,5,713940,11377,Queens,West Queens,54989.0,17508,1663,33767, -   ,170,1713,34667,200,89688,40.74492,-73.9062
859,5,713940,11377,Queens,West Queens,54989.0,17508,1663,33767, -   ,170,1713,34667,200,89688,40.74492,-73.9062
860,5,713940,11377,Queens,West Queens,54989.0,17508,1663,33767, -   ,170,1713,34667,200,89688,40.74492,-73.9062
861,2,713940,11378,Queens,West Queens,68460.0,19684,360,3972, -   ,73,477,11209,69,35844,40.72381,-73.9028
862,2,713940,11378,Queens,West Queens,68460.0,19684,360,3972, -   ,73,477,11209,69,35844,40.72381,-73.9028
